2014	1	ELEIÇÕES GERAIS 2014	AC	AC	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	AL	AL	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	AM	AM	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	AP	AP	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	BA	BA	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	CE	CE	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	DF	DF	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	ES	ES	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	GO	GO	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	MA	MA	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	MG	MG	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	MS	MS	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	MT	MT	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	PA	PA	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	PB	PB	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	PE	PE	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	PI	PI	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	PR	PR	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	RJ	RJ	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	RN	RN	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	RO	RO	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	RR	RR	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	RS	RS	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	SC	SC	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	SE	SE	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	SP	SP	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	TO	TO	1	PRESIDENTE	95
2014	1	ELEIÇÕES GERAIS 2014	ZZ	ZZ	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	AC	AC	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	AL	AL	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	AM	AM	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	AP	AP	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	BA	BA	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	CE	CE	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	DF	DF	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	ES	ES	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	GO	GO	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	MA	MA	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	MG	MG	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	MS	MS	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	MT	MT	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	PA	PA	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	PB	PB	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	PE	PE	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	PI	PI	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	PR	PR	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	RJ	RJ	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	RN	RN	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	RO	RO	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	RR	RR	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	RS	RS	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	SC	SC	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	SE	SE	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	SP	SP	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	TO	TO	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	ZZ	ZZ	1	PRESIDENTE	95
2014	2	ELEIÇÕES GERAIS 2014	TO	TO	1	PRESIDENTE	96
2014	2	ELEIÇÕES GERAIS 2014	ZZ	ZZ	1	PRESIDENTE	96